request_id,provider_key,model,cell_id,domain,demographic,schema_variant,repeat_index,output_mode,output_contract,prompt_sha256,schema_sha256,expected_route,expected_byok,estimated_input_tokens,estimated_output_tokens,estimated_cost_usd
p2-anthropic-C4-S9-077,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,77,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-078,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,78,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-079,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,79,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-080,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,80,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-081,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,81,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-082,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,82,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-083,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,83,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-084,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,84,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-085,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,85,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-086,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,86,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-087,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,87,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-088,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,88,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-089,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,89,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-090,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,90,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-091,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,91,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-092,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,92,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-093,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,93,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-094,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,94,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-095,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,95,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-096,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,96,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-097,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,97,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-098,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,98,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S9-099,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S9,99,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,250,500,0.0137500000
p2-anthropic-C4-S10-000,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,0,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-001,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,1,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-002,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,2,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-003,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,3,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-004,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,4,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-005,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,5,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-006,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,6,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-007,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,7,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-008,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,8,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-009,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,9,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-010,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,10,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-011,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,11,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-012,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,12,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-013,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,13,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-014,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,14,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-015,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,15,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-016,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,16,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-017,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,17,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-018,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,18,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-019,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,19,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-020,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,20,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-021,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,21,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-022,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,22,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-023,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,23,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-024,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,24,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-025,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,25,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-026,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,26,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-027,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,27,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-028,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,28,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-029,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,29,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-030,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,30,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-031,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,31,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-032,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,32,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-033,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,33,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-034,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,34,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-035,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,35,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-036,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,36,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-037,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,37,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-038,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,38,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
p2-anthropic-C4-S10-039,anthropic,anthropic/claude-opus-4.7,C4,xray,D0,S10,39,strict_json,strict_schema,sha256:4fd9132e26117c3db47853d224f460d6f01f8f8380db1f3f8596e33d367926ab,sha256:0bb5836a120ff6f7f6ddd8d69170b6eeaaf372849ad6c30e780f36e43e3a194d,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,222,500,0.0136100000
