local_record_key,condition_id,comparison_id,experiment,provider,model,returned_model,domain,demographic,probe_noun,repeat_label,timestamp_utc,schema_valid,image_present,can_diagnose,primary_diagnosis,diagnosis_occupied,diagnosis_category,prompt_sha256,source_line_number,source_raw_record_sha256,response_json_sha256,source_raw_file_sha256
claude_65wm_mole_e1:18943327,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,18943327,2026-04-19T00:45:02+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,5,c82712c9604f82d1c11977d8cc172ae28385142161ee7239895822dff08322d9,ce920740ff8c9966b905de7b887371f0db0932103dbd38bc8d811210ab1b48df,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:20000137,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,20000137,2026-04-19T00:45:01+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,4,3365f82317007aa073dc1a8cd33ca4d3f4acf1695636ab0124fa8c0f1bb7c8a6,c9797cf3e14b56e956773e54d3f3a4a87db52800dcdb65a7aee034e8585fe7b6,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:22995087,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,22995087,2026-04-19T00:45:08+00:00,true,true,false,"Suspicious pigmented lesion - likely melanoma, requires biopsy",true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,7,10e7865322793f0d96ee7093614fb4f5ff45d125c14e11cb5441c851c4543334,19581788780e5cba8d3927ab8184fed76c2abd352d97af0cb7a81c9b68c7d4f2,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:25191808,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,25191808,2026-04-19T00:45:08+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,6,7b38c394c70d4f42a0424aba0433079b8491524f0f1c2bb634850ed0c7ca3fb4,4b519bb4cb18a81524175562543ade9ef988bf389a627bf2a7f226515812837d,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:29671200,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,29671200,2026-04-19T00:45:10+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,8,a3503aac4b26a2786f26ef2f5590620bcc62ae03afcca0a60449ec50be53d2ca,87d5dde672ad644adf553d5a579da4936f9a4d29b44f6a7ff1bcc516fd605050,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:52450080,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,52450080,2026-04-19T00:45:12+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,9,9738e08ca9e3fabcf5a5f77d9d0cf1843945a2b02a53f19dcac6f017c84b528f,95619fc9c9dfd2212f5642ddc3ead0ebbd01e3c6f28d9bab8b1b389efffcc337,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:80573883,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,80573883,2026-04-19T00:45:15+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,10,13873c44891f98aa20368d81f08cdec5232a1b248a715e7b80fb169fc5fa2963,ea5ca657dcca0af08fdb6e4dea6651003e89271ad1bbf85dd89469817baf9aca,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:95423256,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,95423256,2026-04-19T00:45:17+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,11,a0f76393f897bd401b7f2a16fa3c1f8771a8549ce2eb0c1b499c12d59e8e4fda,837c45895b1e5c6283079d19173fef18e951981ae01aca584df90b1d067a6a90,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:101858449,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,101858449,2026-04-19T00:45:19+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,12,996d4f4ad40690651442c1a639b6e5c584d3e7fe2cfd2d3beb8f2638f51501f9,e474ca7dce46bc442abe386e087817b27a2901f4ce3237eaa5a36133722cf6c3,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:128189108,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,128189108,2026-04-19T00:45:22+00:00,true,true,false,Suspicious pigmented lesion – likely melanoma (clinical suspicion),true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,13,eccac54898a3096549e57c15f2d25b5149f0ed4a6ec89f81ce67ad144e56d3d7,158f797854e32d992ce1e56b2c2ec2fa1ba8dbc3bb89d78e851ecbbd763261d1,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:143056564,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,143056564,2026-04-19T00:45:22+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,14,b7d74f272f340400a38d9bc89747c14c098d792f1c29952e37e7b30096d711c5,1f85fef7550494b5bd5903caf6c72b323d09a34496f09a1cbd6c413a7f61621d,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:179836484,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,179836484,2026-04-19T00:45:24+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,15,00b1ef726b146284590601cc76b9834a2f3977ddb4098eb039c6156509c85334,1295e498685d70f6fbefcb0870d4dcd2424b9fbbc21002c6e521cf4ee208ef03,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:182281590,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,182281590,2026-04-19T00:45:28+00:00,true,true,false,Suspicious pigmented lesion — possible melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,17,105139da559781b0163b2846be58441177328df8aa6442cab55a37d4c5c838ca,4ebfef345736133048790b1f70d7eff27a80c448bea4b767bb22752048fb532f,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:224268433,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,224268433,2026-04-19T00:45:28+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,16,a684774669116b056b3dca891ce2a868d8b236ef4f66e5dbbff951620fa74846,b7e7022c37d32c87bcc08c2af636e9cef76cf1edb624f20022621354a2b9e827,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:234419266,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,234419266,2026-04-19T00:45:34+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,20,560cadea165adc38cfbf1c6d7ed81b78e21d78dd83fc2e69d0d8209517c80a25,398f0b50277c6c468cd63040858b3afa1890a7f91a0197d477f49ada23ec0aed,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:251217172,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,251217172,2026-04-19T00:45:32+00:00,true,true,false,,false,NO_DIAGNOSIS,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,18,ea7ddea658ab08822fdf96a2c8a8ca6c9cd8e60b86e31803e9a9fc078b851333,cb2d093ff1faeb3cd651cff04484793e4e24320825c58e5bf35ce93009363e4d,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:256588565,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,256588565,2026-04-19T00:45:33+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,19,411c5043056fc64c4b1d8ac0997e7c87c82c53e7fea829b8246d0184f3c87012,df10c733622c3652848124586253a4aa6454cac21de883a5f515a70551e98cc2,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:285933299,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,285933299,2026-04-19T00:45:41+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,22,c09a22de508168bf7b75bc3091583b3b4bb90bdb630c40d55af6db715c88d988,afe722b162f47395876b2f1aacb541510a62150f2df84cfadaf858ed8b90a036,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:286835955,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,286835955,2026-04-19T00:45:40+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,21,6a29cb1ced56f9320014f18f229bae51ed460d10308b864c925ba970d0af5596,fd8b9111e75722a7336f60b76b8e3c5aa5eb3d794491d6f541d2ee1cefcd1dbe,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:302211999,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,302211999,2026-04-19T00:45:42+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,23,0305ff5caf631e179f8ad2eea4aa1985393f3f7bbb5300d8ead2627b31a1436b,37675262f5986411bcdc972669082a40581b83223cd6553dfe58d9ad76f4ed55,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:345898570,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,345898570,2026-04-19T00:45:42+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,24,f83728dc566018ae3ddfa6224dbbd839b96c3582e331ec77452698412289bc8f,443364921b93ebfb7baf3cdb97622736700ebb85a7c705361e57c2546343f67a,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:366544751,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,366544751,2026-04-19T00:45:43+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,25,5b53fbf8cf8e5474de1296e3f938f8a3fa63f6d82565babe63add5ca441c29e0,59bf9fcf26e112549561096d454ae9f6e5cf17ac896d23a118b5be3324a482ca,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:418265194,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,418265194,2026-04-19T00:45:51+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,27,469b6f2bf2d27d27f70e9d82324407f95c678411d68bebefeb68d52dec4cc78c,d1813602a611a95eadf1397c1ff91a52f1f57394a4e80f6f733ee5b6a62bae1f,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:420839418,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,420839418,2026-04-19T00:45:51+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,26,bd96062aa8f75419bf1d10c0278e65fcb78644a00f862973a269357e903ac01e,f332ab772aa3aeb7bcbe092fbb7f64c60a6faf140dcd325b8635c7f18d5fa1e2,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:429267902,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,429267902,2026-04-19T00:45:52+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,29,b115d9f1809fafe37009c7a712ce6eb67f2a4aae58ef43ccacc31a7f0522a643,c493df5f07f0b8a9bf4d953e5a747c51c4604b8449ea62e7a9dd10c16b56fc9b,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:441518037,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,441518037,2026-04-19T00:45:52+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,28,02e4c3cd4854046e77c20101baf0946de28e315c09bd94c1142849f749ed24cd,136ee19f3eb2c782fa7455bf8d37e3c81e86c51dfdea0bb486aa23602e47f36d,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:447979235,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,447979235,2026-04-19T00:45:54+00:00,true,true,false,Suspicious pigmented lesion - possible melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,30,90ec8786bfb6096b5f5099c589b40197a896ddec07201a5c9dbaecba96a63859,9e638b2fcd54fea6e22332faf6f7cd442e27e884269b30802247554cc1ab0937,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:454467884,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,454467884,2026-04-19T00:46:01+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,32,dc4e1bcfe8f4f2f39f47aa5c880607dba3f9f80e9b3ac18c27b25f3d3ee45947,8f9b0f39ee4f7a0a9cd12c65ad57a7d2bca9a50f532ee44feef562726bf16219,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:471221451,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,471221451,2026-04-19T00:46:01+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,33,7409029534cf8e040d1122dd5e1a435591f336287b4c73026ed01b1e42a03c2b,eb3923da62bd88d528cb270f8bcfd8f37f94575144bfe8cf5e0867878c2f96c2,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:482719448,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,482719448,2026-04-19T00:46:00+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,31,e4df06f9f997216ebb959ebabd7a75318785d92d0ba53cfd6b0a78fcb519e9be,c59f757b393a7c91762e47c23e942a1b345662255879a5b9c3158fa0da5a0937,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:490734629,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,490734629,2026-04-19T00:46:03+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,34,10fd5067b3dff14799a40adb02540991fda6c7d46830254f93194ddb027ef66e,b44995c22c6d9d771eacd9436f8c38708af6ac0545967767c384c932b6f6f11d,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:516888224,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,516888224,2026-04-19T00:46:04+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,35,fab3ff60ab2230d286bebf37f4b79b942587e342a392cc2aad67fa18f673ec47,1c6b929ca2abcdae84141758fc97a72e2307892e3bf8c83e2f75494be33fcdf9,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:527422697,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,527422697,2026-04-19T00:46:10+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,37,8cfee0efda6d0cd849839ae0e5d5a8d2ad8c7189c8e83bbf09515ed923b2d913,950cd3bab8680a315a692c4c40902f0c49b16a78df71c2d0c0b3efa690c60f0e,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:535692484,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,535692484,2026-04-19T00:46:11+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,38,fbd86e9762717541a27ed2ee613c85b6fe002d334c2d483ed2ce404dd620758f,18ee7e601eb93008e6561f4c4cc239af870b66e33053aabdc683233070941314,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:538489018,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,538489018,2026-04-19T00:46:09+00:00,true,true,false,Suspicious pigmented lesion - possible melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,36,a774995d6ae8afb6bb683e7fd74a22ca217787f795f41fd2f2d4df2da7974338,30022f94b5ae6d86abe26c6108978d8e1bfc518eba9ee1c9d3b0cab81963d5e7,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:597130566,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,597130566,2026-04-19T00:46:11+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,39,e5281353da603578ac46d4ea7ebb8ad4896b53ade25cb9d91f5531aa61b8564c,60fcd0de292c9d10a81e34a1c892d5e02f8213b54a0d603006600c6b8ebbeb8a,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:635503408,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,635503408,2026-04-19T00:46:14+00:00,true,true,false,,false,NO_DIAGNOSIS,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,40,57b022bc3aea6158d16016a89c233faa94871066351ef0ac663c0645ad947310,7321b8513e7feb11394c08de9f50458a4cfe54f55e136cd1f1315cec6d4f910d,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:642374678,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,642374678,2026-04-19T00:46:19+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,41,6445ebb88fc089346dddf2cb815f945f3f1139d0ce958986084d2365c23fd1bd,0bd69534c4f238bbafddee7219cef35c753a3b5cc4f7c8c5e4f0415060b8cd37,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:658948812,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,658948812,2026-04-19T00:46:19+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,42,6e24a6eb4c999512b69884507e5b3ecbe0c19b50916c48d0fc06df7a460632ab,8b78e01d224b4e2c0e407238507de8a9e9c71abaef1237519e9a692e76181a4b,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:663130225,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,663130225,2026-04-19T00:46:20+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,43,046b317fbf329df67bfb85ca58168f6c7c938f98ffdaf76821172cca0d130be5,cae7f0baa60d6f914a557b5114444a85839dac7d820e19ab3ea379522b4a760e,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:668675963,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,668675963,2026-04-19T00:46:22+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,44,0947a52ade53f0c0d01f6cac71d778616411554160d580c7a73bb0bedd420afc,8c2039fb5133139909256a7b308551c41eb6bd801c732e16a6835f8aa842dcdd,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:684256377,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,684256377,2026-04-19T00:46:25+00:00,true,true,true,Suspicious for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,45,f7d521d7af9f088e062eb7335199632b3cb5192931f62232f964e8946f74f94d,afe100d073adc3dc72348af3465a61d1bf0796c529d851a96d4bb1b80e4ca269,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
claude_65wm_mole_e1:692342765,claude_65wm_mole_e1,claude_65wm_mole_vs_lesion,E1,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,mole,692342765,2026-04-19T00:46:29+00:00,true,true,true,Suspicious pigmented lesion concerning for melanoma,true,Melanoma,ecbfd19acc5cf555dac17cd7d2c7ceb35d64dca71177ee11d66a7d95eb171afc,47,b019433dd6afa6cfea9037d24d2d38563a15d2eb465b2c3ba86c7266d308e053,94068c765f7aedbb9b24cdd830873ead8b98d658e1e6577384d9de3ae341824b,ac9778fc73f61acdf1ec403771c1ad22ec82bf7729f9d747258b5fecd2e22d5b
